INTERNAL_CODE	KEYWORD	LABEL	CODELIST_ID	TERM_ID	KEYWORD_TYPE	TERM_NAME	SYNONYM_TYPE	SOURCE
15528	clfow	PKPARM	C85493	C92402	SYNONYM	Total CL Obs by F Norm by WT	EXACT	SEND
15529	total cl obs norm by bmi	PKPARM	C85493	C92403	PRIMARY	 	 	 
15530	clob	PKPARM	C85493	C92403	SYNONYM	Total CL Obs Norm by BMI	EXACT	SEND
15531	total cl obs norm by dose	PKPARM	C85493	C92404	PRIMARY	 	 	 
15532	clod	PKPARM	C85493	C92404	SYNONYM	Total CL Obs Norm by Dose	EXACT	SEND
15533	total cl obs norm by sa	PKPARM	C85493	C92405	PRIMARY	 	 	 
15534	clos	PKPARM	C85493	C92405	SYNONYM	Total CL Obs Norm by SA	EXACT	SEND
15535	total cl obs norm by wt	PKPARM	C85493	C92406	PRIMARY	 	 	 
15536	clow	PKPARM	C85493	C92406	SYNONYM	Total CL Obs Norm by WT	EXACT	SEND
15537	vz obs norm by bmi	PKPARM	C85493	C92407	PRIMARY	 	 	 
15538	vzob	PKPARM	C85493	C92407	SYNONYM	Vz Obs Norm by BMI	EXACT	SEND
15539	vz obs norm by sa	PKPARM	C85493	C92408	PRIMARY	 	 	 
15540	vzos	PKPARM	C85493	C92408	SYNONYM	Vz Obs Norm by SA	EXACT	SEND
15541	vz obs norm by wt	PKPARM	C85493	C92409	PRIMARY	 	 	 
15542	vzow	PKPARM	C85493	C92409	SYNONYM	Vz Obs Norm by WT	EXACT	SEND
15543	vz obs by f norm by bmi	PKPARM	C85493	C92410	PRIMARY	 	 	 
15544	vzfob	PKPARM	C85493	C92410	SYNONYM	Vz Obs by F Norm by BMI	EXACT	SEND
15545	vz obs by f norm by sa	PKPARM	C85493	C92411	PRIMARY	 	 	 
15546	vzfos	PKPARM	C85493	C92411	SYNONYM	Vz Obs by F Norm by SA	EXACT	SEND
15547	vz obs by f norm by wt	PKPARM	C85493	C92412	PRIMARY	 	 	 
15548	vzfow	PKPARM	C85493	C92412	SYNONYM	Vz Obs by F Norm by WT	EXACT	SEND
15549	total cl pred by f norm by bmi	PKPARM	C85493	C92417	PRIMARY	 	 	 
15550	clfpb	PKPARM	C85493	C92417	SYNONYM	Total CL Pred by F Norm by BMI	EXACT	SEND
15551	total cl pred by f norm by dose	PKPARM	C85493	C92418	PRIMARY	 	 	 
15552	clfpd	PKPARM	C85493	C92418	SYNONYM	Total CL Pred by F Norm by Dose	EXACT	SEND
15553	total cl pred by f norm by sa	PKPARM	C85493	C92419	PRIMARY	 	 	 
15554	clfps	PKPARM	C85493	C92419	SYNONYM	Total CL Pred by F Norm by SA	EXACT	SEND
15555	total cl pred by f norm by wt	PKPARM	C85493	C92420	PRIMARY	 	 	 
15556	clfpw	PKPARM	C85493	C92420	SYNONYM	Total CL Pred by F Norm by WT	EXACT	SEND
15557	total cl pred norm by bmi	PKPARM	C85493	C92421	PRIMARY	 	 	 
15558	clpb	PKPARM	C85493	C92421	SYNONYM	Total CL Pred Norm by BMI	EXACT	SEND
15559	total cl pred norm by dose	PKPARM	C85493	C92422	PRIMARY	 	 	 
15560	clpd	PKPARM	C85493	C92422	SYNONYM	Total CL Pred Norm by Dose	EXACT	SEND
15561	total cl pred norm by sa	PKPARM	C85493	C92423	PRIMARY	 	 	 
15562	clps	PKPARM	C85493	C92423	SYNONYM	Total CL Pred Norm by SA	EXACT	SEND
15563	total cl pred norm by wt	PKPARM	C85493	C92424	PRIMARY	 	 	 
15564	clpw	PKPARM	C85493	C92424	SYNONYM	Total CL Pred Norm by WT	EXACT	SEND
15565	vz pred norm by bmi	PKPARM	C85493	C92425	PRIMARY	 	 	 
15566	vzpb	PKPARM	C85493	C92425	SYNONYM	Vz Pred Norm by BMI	EXACT	SEND
15567	vz pred norm by sa	PKPARM	C85493	C92426	PRIMARY	 	 	 
15568	vzps	PKPARM	C85493	C92426	SYNONYM	Vz Pred Norm by SA	EXACT	SEND
15569	vz pred norm by wt	PKPARM	C85493	C92427	PRIMARY	 	 	 
15570	vzpw	PKPARM	C85493	C92427	SYNONYM	Vz Pred Norm by WT	EXACT	SEND
15571	vz pred by f norm by bmi	PKPARM	C85493	C92428	PRIMARY	 	 	 
15572	vzfpb	PKPARM	C85493	C92428	SYNONYM	Vz Pred by F Norm by BMI	EXACT	SEND
15573	vz pred by f norm by sa	PKPARM	C85493	C92429	PRIMARY	 	 	 
15574	vzfps	PKPARM	C85493	C92429	SYNONYM	Vz Pred by F Norm by SA	EXACT	SEND
15575	vz pred by f norm by wt	PKPARM	C85493	C92430	PRIMARY	 	 	 
15576	vzfpw	PKPARM	C85493	C92430	SYNONYM	Vz Pred by F Norm by WT	EXACT	SEND
15577	effective half-life	PKPARM	C85493	C95007	PRIMARY	 	 	 
15578	alpha half-life (model dependent analysis)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15579	beta half-life (model dependent analysis)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15580	distribution half-life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15581	distribution half-life (t)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15582	e t1/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15583	e t1/2 a	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15584	e t1/2 alpha	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15585	e t1/2 b	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15586	e t1/2 beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15587	effhl	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	SEND
15588	effective t1/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15589	et1/2 beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15590	haf-life (t1/2)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15591	half life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15592	half llife	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15593	half-life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15594	half-life (t(1/2))	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15595	half-life (t1/2)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15596	half-life beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15597	half-life, alfa	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15598	half-life, beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15599	hlaf-life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15600	mean t 1/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15601	plasma half-life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15602	plasma ultrafiltrate half-life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15603	plasma ultrafiltrate half-life (terminal phase)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15604	t 1/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15605	t 1/2 (multiple dose)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15606	t 1/2 (multiple dose, after 1st daily dose)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15607	t 1/2 (multiple dose, after 2nd daily dose)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15608	t 1/2 (single dose)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15609	t1/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15610	t1/2 (lu 33-108)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15611	t1/2 a (ics 205-930)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15612	t1/2 a (metabolite x)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15613	t1/2 alpha	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15614	t1/2 alpha  (metabolite x)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15615	t1/2 b (ics 205-930)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15616	t1/2 b (metabolite x)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15617	t1/2 beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15618	t1/2 beta (metabolite x)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15619	t1/2 blood	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15620	t1/2 repeated dose (2nd dose)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15621	t1/2a	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15622	t1/2b	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15623	t1/2elim	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15624	terminal half life	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15625	t  1/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15626	t 1/2 (1)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15627	t 1/2 (2)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15628	t 1/2 1	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15629	t 1/2 after 1st dose	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15630	t 1/2 alpha	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15631	t 1/2 beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15632	t 1/2 plasma	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15633	t 1/2(mean day1/day5)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15634	t max 2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15635	t max.2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15636	t(1/2)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	EXACT	VX
15637	t(1/2)alpha	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15638	t(1/2)beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15639	t1/2 (1)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15640	t1/2 (2)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15641	t1/2 (ssr-epimer)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15642	t1/2 (beta)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15643	t1/2 (gamma)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15644	t1/2 (h)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15645	t1/2 a	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15646	t1/2 abs	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15647	t1/2 b	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15648	t1/2 plasma	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15649	t1/2(144-192) plasma	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15650	t1/2(24-168h) blood	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15651	t1/2(5-30 min) blood	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15652	t1/2(6 or 8-240h) plasma	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15653	t1/2(6-12 or10h) blood	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15654	t1/2(steady state- days 14 & 22,combined)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15655	t1/2(single dose)	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15656	t1/2(tmax-120h) plasma	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15657	t1/2(tmax-168 or 192h) blood	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15658	t1/2, 8-24 h	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15659	t1/2, abs	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15660	t1/2, alpha	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15661	t1/2, beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	NARROW	VX
15662	t1/2, delta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15663	t1/2, gamma	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15664	t1/2alpha	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15665	t1/2beta	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15666	tl/2	PKPARM	C85493	C95007	SYNONYM	Effective Half-Life	RELATED	VX
15667	auc infinity obs norm by dose	PKPARM	C85493	C96695	PRIMARY	 	 	 
15668	aucifod	PKPARM	C85493	C96695	SYNONYM	AUC Infinity Obs Norm by Dose	EXACT	SEND
15669	concentration at t=0	PKPARM	C85493	PKPARM:2000307	PRIMARY	 	 	 
15670	c (0)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15671	c 0	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15672	c predose	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15673	c(0)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15674	c(0) brain	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15675	c(0) fat	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15676	c(0) gut	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15677	c(0) liver	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15678	c(0) plasma	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15679	c(0) skin	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15680	c0 blood	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15681	c0 plasma	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15682	co	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15683	concentration at time 0 (c(o)) (model dependent analysis)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15684	concentrations in brain	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15685	concentrations in liver	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15686	cpredose	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15687	maximum plasma concentration at time zero (co)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15688	mean plasma concentration predose	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15689	plasma concentration (end dose)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15690	plasma concentration (mid dose)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15691	plasma concentration at time zero (co)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15692	plasma concentration before daily administration (co)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15693	plasma concentration before dose	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15694	plasma concentration pre-dose	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15695	pre-dose concentration of drug (cmin)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15696	pre-dose concentration of drug before the first daily dosing (cmin1)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15697	pre-dose plasma concentration (cmin)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15698	theoretical plasma concentration at time 0 (c0)	PKPARM	C85493	PKPARM:2000307	SYNONYM	Concentration at t=0	RELATED	VX
15699	concentration at t=24hr	PKPARM	C85493	PKPARM:2000309	PRIMARY	 	 	 
15700	bqs867 concentration at 24 hr post dose	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15701	c (24)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15702	c (24h)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15703	c 24	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15704	c 24h	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15705	c(24)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15706	c(24h)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15707	c(24hr)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15708	c24	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15709	c24h	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15710	concentration (c24h)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15711	concentration 24 h after administration (c (24h))	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15712	concentration 24 h after administration (c24h)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15713	concentration after 24h (c24hr)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15714	laf237 concentration at 24 hr post dose	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15715	lay151 concentration at 24 hr post dose	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15716	liver c24	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15717	mean c(24h) from day 1,14,28	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15718	plasma c24	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15719	plasma concentration 24 hours after daily administration (c24h)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15720	plasma concentration at 24 h post-dose (c(24h))	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15721	plasma concentrations (c24)	PKPARM	C85493	PKPARM:2000309	SYNONYM	Concentration at T=24hr	RELATED	VX
15722	auc all, unbound	PKPARM	C85493	PKPARM:2000311	PRIMARY	 	 	 
15723	auc free	PKPARM	C85493	PKPARM:2000311	SYNONYM	AUC all, unbound	RELATED	VX
15724	auc u	PKPARM	C85493	PKPARM:2000311	SYNONYM	AUC all, unbound	RELATED	VX
15725	unbound auc(0-12 h)	PKPARM	C85493	PKPARM:2000311	SYNONYM	AUC all, unbound	RELATED	VX
15726	auc ratio male/female	PKPARM	C85493	PKPARM:2000313	PRIMARY	 	 	 
15727	auc 0-24 female/ auc 0-24 male	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15728	auc ratio (female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	EXACT	VX
15729	auc(0-24) female/ male ratio	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	EXACT	VX
15730	auc(0-24) sex ratio (female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15731	auc(0-24h)(male/female)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15732	auc(female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15733	auc(male/female)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15734	auc(female)/auc(male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15735	auc(male)/auc(female)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15736	auc0-24 h f/m	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15737	auc0-inf f/m	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15738	auc0-t hr male / auc0-t hr female	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15739	female/ male auc(0-24)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15740	gender differences	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15741	gender factor(auc)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15742	ratio female/male for auc(0-24)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15743	ratio of the male exposure to the female exposure (rm/f)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15744	ratio of the mean auc24 between males and females (auc(24)( m/f ratio))	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15745	sex ratio (r (auc female/male))	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15746	sex ratio (r auc (0-24) female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15747	sex ratio (r(auc) female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15748	sex ratio [auc(0-24)female/auc(0-24)male]	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15749	sex ratio [auc(0-24h)female/auc(0-24h)male] (r(auc)female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15750	sex ratio calculated from  dried blood spot data	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15751	sex ratio calculated from  dried blood spot data auc(0-24) female/male	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15752	sex ratio calculated from dbs data	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15753	sex ratio calculated from dbs data auc(0-24) female/male	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15754	sex ratio for auc(0-24) (female/male)	PKPARM	C85493	PKPARM:2000313	SYNONYM	AUC ratio male/female	RELATED	VX
15755	exposure	PKPARM	C85493	PKPARM:2000315	PRIMARY	 	 	 
15756	cmax(female/male)	PKPARM	C85493	PKPARM:2000315	SYNONYM	exposure	RELATED	VX
15757	cmax(male/female)	PKPARM	C85493	PKPARM:2000315	SYNONYM	exposure	RELATED	VX
15758	cmax(female)/cmax(male)	PKPARM	C85493	PKPARM:2000315	SYNONYM	exposure	RELATED	VX
15759	time of sampling	PKPARM	C85493	PKPARM:2000317	PRIMARY	 	 	 
15760	t	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15761	t0.5	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15762	time	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15763	tlast blood	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15764	tlast bone	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15765	tlast brain	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15766	tlast fat	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15767	tlast gut	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15768	tlast kidney	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15769	tlast liver	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15770	tlast lung	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15771	tlast muscle	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15772	tlast plasma	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15773	tlast skin	PKPARM	C85493	PKPARM:2000317	SYNONYM	time of sampling	RELATED	VX
15774	dose	PKPARM	C85493	PKPARM:2000319	PRIMARY	 	 	 
15775	apparent dose	PKPARM	C85493	PKPARM:2000319	SYNONYM	Dose	RELATED	VX
15776	mean dose weeks 0-12	PKPARM	C85493	PKPARM:2000319	SYNONYM	Dose	RELATED	VX
15777	obtained doses	PKPARM	C85493	PKPARM:2000319	SYNONYM	Dose	RELATED	VX
15778	obtained doses of almokalant	PKPARM	C85493	PKPARM:2000319	SYNONYM	Dose	RELATED	VX
15779	renal excretion	PKPARM	C85493	PKPARM:2000321	PRIMARY	 	 	 
15780	mean  urinary excretion (au)	PKPARM	C85493	PKPARM:2000321	SYNONYM	renal excretion	RELATED	VX
15781	mean cumulative urinary excretion	PKPARM	C85493	PKPARM:2000321	SYNONYM	renal excretion	RELATED	VX
15782	urinary excretion	PKPARM	C85493	PKPARM:2000321	SYNONYM	renal excretion	RELATED	VX
15783	urine excretion	PKPARM	C85493	PKPARM:2000321	SYNONYM	renal excretion	RELATED	VX
15784	exposure ratio drug/ metabolite	PKPARM	C85493	PKPARM:2000323	PRIMARY	 	 	 
15785	auc(0-24)az12606278 :azd8418 ratio	PKPARM	C85493	PKPARM:2000323	SYNONYM	Exposure ratio drug/ metabolite	RELATED	VX
15786	auc500/auc225	PKPARM	C85493	PKPARM:2000323	SYNONYM	Exposure ratio drug/ metabolite	RELATED	VX
15787	cmax500.01/cmax500	PKPARM	C85493	PKPARM:2000323	SYNONYM	Exposure ratio drug/ metabolite	RELATED	VX
15788	cmaxaz12606278 :azd8418 ratio	PKPARM	C85493	PKPARM:2000323	SYNONYM	Exposure ratio drug/ metabolite	RELATED	VX
