INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF	SEND_DOMAIN_CODE	SEND_DOMAIN_DESC
10206	scab(s)-hindpaw	CLINICAL_DOMAIN	ILO:0000531	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10207	white scabs (traces) on the mouth	CLINICAL_DOMAIN	ILO:0000531	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10208	muzzle skin lesion scab	CLINICAL_DOMAIN	ILO:0000531	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10209	tail scabbed	CLINICAL_DOMAIN	ILO:0000531	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10210	scaly	CLINICAL_DOMAIN	ILO:0000532	NAME	 	ILO:0000019	 	CL	CLINICAL_DOMAIN
10211	scaly and red skin on paws	CLINICAL_DOMAIN	ILO:0000532	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10212	scaly tail	CLINICAL_DOMAIN	ILO:0000532	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10213	skin surf.:coarse scales	CLINICAL_DOMAIN	ILO:0000532	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10214	admin. site with scales	CLINICAL_DOMAIN	ILO:0000532	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10215	skin surface:fine scales	CLINICAL_DOMAIN	ILO:0000532	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10216	admin site wh scales	CLINICAL_DOMAIN	ILO:0000532	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10217	scar	CLINICAL_DOMAIN	ILO:0000533	NAME	 	ILO:0000021	 	CL	CLINICAL_DOMAIN
10218	scar tissue palpable at umbilicus	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10219	scars	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10220	scars on lower front legs	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10221	scar on both pinnae	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10222	scar on dorsum of pinnae	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10223	scar at tip of right pinna	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10224	skin, scar tissue, pinna, right	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10225	skin, scar tissue, pinna (right)	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10226	skin, scar tissue, third digit, left forepaw	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10227	skin, scar tissue, tail	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10228	skin, scar tissue, pinna	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10229	skin, scar tissue, orbit, left	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10230	skin, scar tissue, pinna, left	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10231	skin, scar tissue, pinna (left)	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10232	skin, scar tissue, upper lip	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10233	skin, scar tissue, upper eyelid, right	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10234	skin, scar tissue, head	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10235	skin, scar tissue, hindlimb/leg, left	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10236	skin, scar tissue, forepaw/hand (left)	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10237	skin, scar tissue, forepaw/hand, right	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10238	skin, scar tissue, forelimb/arm, left	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10239	skin, scar tissue, forelimb/arm (right)	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10240	skin, scar tissue, cervical, right	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10241	skin, scar tissue, muzzle	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10242	skin, scar tissue, nose	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10243	skin, scar tissue, lower eyelid, left	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10244	skin, scar tissue, lower jaw	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10245	skin, scar tissue, hindlimbs/legs	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10246	skin, scar tissue, hindpaws/feet	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10247	skin, scar tissue, hindlimb/leg (right)	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10248	skin, scar tissue, hindlimb/leg, right	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10249	small scar on left pinna	CLINICAL_DOMAIN	ILO:0000533	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10250	scarification	CLINICAL_DOMAIN	ILO:0000534	NAME	 	ILO:0000021	 	CL	CLINICAL_DOMAIN
10251	escarification of cutis	CLINICAL_DOMAIN	ILO:0000534	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10252	escarification of subcutis	CLINICAL_DOMAIN	ILO:0000534	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10253	sclera reddened	CLINICAL_DOMAIN	ILO:0000535	NAME	 	ILO:0000074	 	CL	CLINICAL_DOMAIN
10254	eye(s) reddened sclera right eye	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10255	right eye redddened sclera	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10256	eye(s) reddened sclera (right eye)	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10257	eye(s) reddened sclera, left eye	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10258	eye(s) reddened sclera left eye	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10259	eye(s) reddened sclera (left eye)	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10260	eye(s) reddened sclera - left eye	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10261	eye(s) reddened sclera, both	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10262	injected sclera	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10263	red sclera	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10264	injected slightly sclera	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10265	injection of sclera	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10266	scleral injection following dosage	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10267	scleral hyperaemia	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10268	sclera injected	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10269	left eye redddened sclera	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10270	sclera red	CLINICAL_DOMAIN	ILO:0000535	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10271	sclera yellow	CLINICAL_DOMAIN	ILO:0000536	NAME	 	ILO:0000074	 	CL	CLINICAL_DOMAIN
10272	yellowish sclera	CLINICAL_DOMAIN	ILO:0000536	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10273	yellow discoloration of sclera	CLINICAL_DOMAIN	ILO:0000536	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
10274	scratches	CLINICAL_DOMAIN	ILO:0000537	NAME	 	ILO:0000021	 	CL	CLINICAL_DOMAIN
10275	scratches to face and neck	CLINICAL_DOMAIN	ILO:0000537	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10276	scratches to both shoulders	CLINICAL_DOMAIN	ILO:0000537	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10277	scratches on left pinna healing	CLINICAL_DOMAIN	ILO:0000537	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10278	scratches around right eye	CLINICAL_DOMAIN	ILO:0000537	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
10279	scratching	CLINICAL_DOMAIN	ILO:0000538	NAME	 	ILO:0000019	 	CL	CLINICAL_DOMAIN
10280	scratching, after dosing	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10281	scratching, after noon	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10282	scratching increased	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10283	scratching injection site	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10284	scratching, injection site 4	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10285	scratching nose during dose	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10286	scratching nose on floor during dose	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10287	scratching nose with paws during dose	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10288	injection sites, dog scratching after dosing	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10289	excessive scratching	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10290	scratching (started between 10 and 30 min. after dose and continued until the next day)	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10291	scratcing 20 min. after dose up to 5 h. after dose	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10292	severe scratching injection site	CLINICAL_DOMAIN	ILO:0000538	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
10293	sedated	BEHAVIORAL_DOMAIN	ILO:0000539	NAME	 	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10294	sedation, slight to moderate	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10295	sedative effect (decreased general activity)	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10296	sedation, slight	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10297	sedation slight and transient	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10298	slight sedation after treatment	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10299	heavy sedation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10300	behavior, sedated	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10301	sedate, but without falling asleep	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10302	sedate, but responded quickly to contact stimulation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10303	deep sedation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10304	slight sedation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10305	sedation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10306	continuous sedation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10307	sedation; 1.15 h	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10308	sedation; 0.30 h	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10309	sedation after treatment	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10310	sedation; 1.45 h	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10311	sedation marked	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10312	sedation at 1.00 hr	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10313	sedation, severe	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10314	slight to moderate sedation	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10315	sedation, moderate	BEHAVIORAL_DOMAIN	ILO:0000539	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
10316	sensitivity altered	IN_LIFE_OBSERVATION	ILO:0000540	NAME	 	ILO:0000032	 	 	 
10317	sensitivity to external stimuli altered	IN_LIFE_OBSERVATION	ILO:0000540	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10318	sensitivity increased	IN_LIFE_OBSERVATION	ILO:0000541	NAME	 	ILO:0000032	 	 	 
10319	hypersensitivity	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10320	hypersensitive to stimuli	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10321	hyperreactivity	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10322	hypersensitivity to stimuli	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10323	increased sensitivity	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10324	increased sensitivity to external stimuli	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10325	sensitive to external stimuli	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10326	hyper-responsiveness	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10327	hypersensitive	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10328	sensitivity to external stimuli altered, increased	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10329	sensitivity to external stimuli altered increased	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10330	sensitivity to external stimuli altered (increase)	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10331	sensory activity slightly exaggerated	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10332	hyperesthesia	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10333	increased reactivity to stimuli	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10334	sensitivity to external stimuli\\increased	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10335	sensitivity to external stimuli increased	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10336	slightly exaggerated sensory activity	IN_LIFE_OBSERVATION	ILO:0000541	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10337	sensitivity reduced	IN_LIFE_OBSERVATION	ILO:0000542	NAME	 	ILO:0000032	 	 	 
10338	hyporeactivity, piloerection	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10339	hyporeact ivity	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10340	did not react to touch or other contact	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10341	sensitivity to external stimuli altered\\decreased	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10342	sensitivity to external stimuli altered decreased	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10343	sensitivity to external stimuli altered, decreased	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10344	sensitivity to external stimuli decreased	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10345	decreased sensory activity	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10346	decreased sensitivity to external stimuli	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10347	decreased sensitivity	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10348	sensory activity decreased	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10349	decreased responsiveness	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10350	reduced reaction to stimuli	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10351	reduced reactivity to stimuli	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10352	reduced reaction of stimulation	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10353	unresponsiveness	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10354	unresponsive	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10355	minimal/no response to external stimuli	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10356	slow reaction to stimuli	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10357	hyporeactivity	IN_LIFE_OBSERVATION	ILO:0000542	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10358	sensitivity to auditory stimuli	IN_LIFE_OBSERVATION	ILO:0000543	NAME	 	ILO:0000032	 	 	 
10359	hyperresponsive to auditory stimuli	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10360	hyperreactivity to noice	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10361	sensitive to sound	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10362	hypersensitive to sound	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10363	absence of reaction to sound	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10364	abrupt/absence of reaction to sound	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10365	hypersensitivity to sound stimulation	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10366	unreactivity to sound	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10367	hypersensitivity to auditory stimuli	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10368	hypersensitive to auditory stimuli	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10369	increased reaction to auditory stimulus	IN_LIFE_OBSERVATION	ILO:0000543	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10370	sensitivity to cold	IN_LIFE_OBSERVATION	ILO:0000544	NAME	 	ILO:0000032	 	 	 
10371	increased sensitivity to cold	IN_LIFE_OBSERVATION	ILO:0000544	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10372	sensitivity to light	IN_LIFE_OBSERVATION	ILO:0000545	NAME	 	ILO:0000032	 	 	 
10373	sensitivity to sound	IN_LIFE_OBSERVATION	ILO:0000546	NAME	 	ILO:0000032	 	 	 
10374	behaviour unspecific (sensitive to sound)	IN_LIFE_OBSERVATION	ILO:0000546	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10375	sensitivity to touch	IN_LIFE_OBSERVATION	ILO:0000547	NAME	 	ILO:0000032	 	 	 
10376	hypersensitivity to the touch	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10377	tactile hyperesthesia	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10378	hypersensitivity to touch	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10379	hyperreactivity; when touched	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10380	sensitive to touch	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10381	behavior; sensitive to touch	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10382	behavior: sensitive to touch	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10383	hyperesthesia on application as shown by increased sensitivity to touch	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10384	hypersensitive to contact stimulations	IN_LIFE_OBSERVATION	ILO:0000547	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10385	sensitivity to visual stimuli	IN_LIFE_OBSERVATION	ILO:0000548	NAME	 	ILO:0000032	 	 	 
10386	hyperresponsive to visual stimuli	IN_LIFE_OBSERVATION	ILO:0000548	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10387	hypersensitive to visual stimuli	IN_LIFE_OBSERVATION	ILO:0000548	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10388	hypersensitivity to visual stimuli	IN_LIFE_OBSERVATION	ILO:0000548	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10389	hypersensitivity to visual  stimuli	IN_LIFE_OBSERVATION	ILO:0000548	SYNONYM	RELATED [VX]	ILO:0000032	 	 	 
10390	shaking	CLINICAL_DOMAIN	ILO:0000549	NAME	 	ILO:0000056	 	CL	CLINICAL_DOMAIN
