INTERNAL_CODE	KEYWORD	LABEL	SUB_LABEL	OID	EXT_CODE_ID	KEYWORD_TYPE
17159	mol/L/(mg/kg)	PKUDMG_mol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/kg)	PKUDMG	C119419	SYNONYM
17160	Millimole per Liter per Microgram per Kilogram	PKUDMG_mol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/kg)	PKUDMG	C119419	PRIMARY
17161	mmol/L/(ug/kg/day)	PKUDMG_mol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/kg/day)	PKUDMG	C119420	SYNONYM
17162	mol/L/(mg/kg/day)	PKUDMG_mol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/kg/day)	PKUDMG	C119420	SYNONYM
17163	Millimole per Liter per Microgram per Kilogram per Day	PKUDMG_mol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/kg/day)	PKUDMG	C119420	PRIMARY
17164	mmol/L/(ug/m2)	PKUDMG_mol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/m2)	PKUDMG	C119421	SYNONYM
17165	mol/L/(mg/m2)	PKUDMG_mol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/m2)	PKUDMG	C119421	SYNONYM
17166	Millimole per Liter per Microgram per Meter Squared	PKUDMG_mol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/m2)	PKUDMG	C119421	PRIMARY
17167	mmol/L/(ug/m2/day)	PKUDMG_mol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/m2/day)	PKUDMG	C119422	SYNONYM
17168	mol/L/(mg/m2/day)	PKUDMG_mol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/m2/day)	PKUDMG	C119422	SYNONYM
17169	Millimole per Liter per Microgram per Meter Squared per Day	PKUDMG_mol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	mol/L/(mg/m2/day)	PKUDMG	C119422	PRIMARY
17170	mmol/L/ug	PKUDMG_mol/L/mg_PK UNITS OF MEASURE - DOSE MG	mol/L/mg	PKUDMG	C119427	SYNONYM
17171	mol/L/mg	PKUDMG_mol/L/mg_PK UNITS OF MEASURE - DOSE MG	mol/L/mg	PKUDMG	C119427	SYNONYM
17172	Millimole per Liter per Microgram	PKUDMG_mol/L/mg_PK UNITS OF MEASURE - DOSE MG	mol/L/mg	PKUDMG	C119427	PRIMARY
17173	ng/mL/(mg/day)	PKUDMG_ng/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/day)	PKUDMG	C119445	SYNONYM
17174	pg/mL/(ug/day)	PKUDMG_ng/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/day)	PKUDMG	C119445	SYNONYM
17175	Nanogram per Milliliter per Milligram per Day	PKUDMG_ng/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/day)	PKUDMG	C119445	PRIMARY
17176	ng/mL/(mg/kg)	PKUDMG_ng/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/kg)	PKUDMG	C105477	SYNONYM
17177	pg/mL/(ug/kg)	PKUDMG_ng/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/kg)	PKUDMG	C105477	SYNONYM
17178	Nanogram Per Milliliter Per Milligram Per Kilogram	PKUDMG_ng/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/kg)	PKUDMG	C105477	PRIMARY
17179	ng/mL/(mg/kg/day)	PKUDMG_ng/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/kg/day)	PKUDMG	C105478	SYNONYM
17180	pg/mL/(ug/kg/day)	PKUDMG_ng/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/kg/day)	PKUDMG	C105478	SYNONYM
17181	Nanogram Per Milliliter Per Milligram Per Kilogram Per Day	PKUDMG_ng/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/kg/day)	PKUDMG	C105478	PRIMARY
17182	ng/mL/(mg/m2)	PKUDMG_ng/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/m2)	PKUDMG	C119446	SYNONYM
17183	pg/mL/(ug/m2)	PKUDMG_ng/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/m2)	PKUDMG	C119446	SYNONYM
17184	Nanogram per Milliliter per Milligram per Meter Squared	PKUDMG_ng/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/m2)	PKUDMG	C119446	PRIMARY
17185	ng/mL/(mg/m2/day)	PKUDMG_ng/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/m2/day)	PKUDMG	C119447	SYNONYM
17186	pg/mL/(ug/m2/day)	PKUDMG_ng/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/m2/day)	PKUDMG	C119447	SYNONYM
17187	Nanogram per Milliliter per Milligram per Meter Squared per Day	PKUDMG_ng/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	ng/mL/(mg/m2/day)	PKUDMG	C119447	PRIMARY
17188	mg/mL/kg	PKUDMG_ng/mL/mg_PK UNITS OF MEASURE - DOSE MG	ng/mL/mg	PKUDMG	C85747	SYNONYM
17189	ng/mL/mg	PKUDMG_ng/mL/mg_PK UNITS OF MEASURE - DOSE MG	ng/mL/mg	PKUDMG	C85747	SYNONYM
17190	pg/mL/ug	PKUDMG_ng/mL/mg_PK UNITS OF MEASURE - DOSE MG	ng/mL/mg	PKUDMG	C85747	SYNONYM
17191	ug/mL/g	PKUDMG_ng/mL/mg_PK UNITS OF MEASURE - DOSE MG	ng/mL/mg	PKUDMG	C85747	SYNONYM
17192	Nanogram per Milliliter per Milligram	PKUDMG_ng/mL/mg_PK UNITS OF MEASURE - DOSE MG	ng/mL/mg	PKUDMG	C85747	PRIMARY
17193	nmol/L/(mg/day)	PKUDMG_nmol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/day)	PKUDMG	C119457	SYNONYM
17194	pmol/L/(ug/day)	PKUDMG_nmol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/day)	PKUDMG	C119457	SYNONYM
17195	Nanomole per Liter per Milligram per Day	PKUDMG_nmol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/day)	PKUDMG	C119457	PRIMARY
17196	nmol/L/(mg/kg)	PKUDMG_nmol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/kg)	PKUDMG	C119458	SYNONYM
17197	pmol/L/(ug/kg)	PKUDMG_nmol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/kg)	PKUDMG	C119458	SYNONYM
17198	Nanomole per Liter per Milligram per Kilogram	PKUDMG_nmol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/kg)	PKUDMG	C119458	PRIMARY
17199	nmol/L/(mg/kg/day)	PKUDMG_nmol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/kg/day)	PKUDMG	C119459	SYNONYM
17200	pmol/L/(ug/kg/day)	PKUDMG_nmol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/kg/day)	PKUDMG	C119459	SYNONYM
17201	Nanomole per Liter per Milligram per Kilogram per Day	PKUDMG_nmol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/kg/day)	PKUDMG	C119459	PRIMARY
17202	nmol/L/(mg/m2)	PKUDMG_nmol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/m2)	PKUDMG	C119460	SYNONYM
17203	pmol/L/(ug/m2)	PKUDMG_nmol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/m2)	PKUDMG	C119460	SYNONYM
17204	Nanomole per Liter per Milligram per Meter Squared	PKUDMG_nmol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/m2)	PKUDMG	C119460	PRIMARY
17205	nmol/L/(mg/m2/day)	PKUDMG_nmol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/m2/day)	PKUDMG	C119461	SYNONYM
17206	pmol/L/(ug/m2/day)	PKUDMG_nmol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/m2/day)	PKUDMG	C119461	SYNONYM
17207	Nanomole per Liter per Milligram per Meter Squared per Day	PKUDMG_nmol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	nmol/L/(mg/m2/day)	PKUDMG	C119461	PRIMARY
17208	mmol/L/kg	PKUDMG_nmol/L/mg_PK UNITS OF MEASURE - DOSE MG	nmol/L/mg	PKUDMG	C85784	SYNONYM
17209	nmol/L/mg	PKUDMG_nmol/L/mg_PK UNITS OF MEASURE - DOSE MG	nmol/L/mg	PKUDMG	C85784	SYNONYM
17210	pmol/L/ug	PKUDMG_nmol/L/mg_PK UNITS OF MEASURE - DOSE MG	nmol/L/mg	PKUDMG	C85784	SYNONYM
17211	umol/L/g	PKUDMG_nmol/L/mg_PK UNITS OF MEASURE - DOSE MG	nmol/L/mg	PKUDMG	C85784	SYNONYM
17212	Picomole per Liter per Microgram	PKUDMG_nmol/L/mg_PK UNITS OF MEASURE - DOSE MG	nmol/L/mg	PKUDMG	C85784	PRIMARY
17213	Microgram per Kilogram	PKUDMG_pg/mg_PK UNITS OF MEASURE - DOSE MG	pg/mg	PKUDMG	C67396	SYNONYM
17214	mcg/kg	PKUDMG_pg/mg_PK UNITS OF MEASURE - DOSE MG	pg/mg	PKUDMG	C67396	SYNONYM
17215	ng/g	PKUDMG_pg/mg_PK UNITS OF MEASURE - DOSE MG	pg/mg	PKUDMG	C67396	SYNONYM
17216	pg/mg	PKUDMG_pg/mg_PK UNITS OF MEASURE - DOSE MG	pg/mg	PKUDMG	C67396	SYNONYM
17217	ug/kg	PKUDMG_pg/mg_PK UNITS OF MEASURE - DOSE MG	pg/mg	PKUDMG	C67396	SYNONYM
17218	Microgram per Kilogram	PKUDMG_pg/mg_PK UNITS OF MEASURE - DOSE MG	pg/mg	PKUDMG	C67396	PRIMARY
17219	fg/mL/(ug/day)	PKUDMG_pg/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/day)	PKUDMG	C119342	SYNONYM
17220	pg/mL/(mg/day)	PKUDMG_pg/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/day)	PKUDMG	C119342	SYNONYM
17221	Femtogram per Milliliter per Microgram per Day	PKUDMG_pg/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/day)	PKUDMG	C119342	PRIMARY
17222	fg/mL/(ug/kg)	PKUDMG_pg/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/kg)	PKUDMG	C105479	SYNONYM
17223	pg/mL/(mg/kg)	PKUDMG_pg/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/kg)	PKUDMG	C105479	SYNONYM
17224	Picogram Per Milliliter Per Milligram Per Kilogram	PKUDMG_pg/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/kg)	PKUDMG	C105479	PRIMARY
17225	fg/mL/(ug/kg/day)	PKUDMG_pg/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/kg/day)	PKUDMG	C105480	SYNONYM
17226	pg/mL/(mg/kg/day)	PKUDMG_pg/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/kg/day)	PKUDMG	C105480	SYNONYM
17227	Picogram Per Milliliter Per Milligram Per Kilogram Per Day	PKUDMG_pg/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/kg/day)	PKUDMG	C105480	PRIMARY
17228	fg/mL/(ug/m2)	PKUDMG_pg/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/m2)	PKUDMG	C119345	SYNONYM
17229	pg/mL/(mg/m2)	PKUDMG_pg/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/m2)	PKUDMG	C119345	SYNONYM
17230	Femtogram per Milliliter per Microgram per Meter Squared	PKUDMG_pg/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/m2)	PKUDMG	C119345	PRIMARY
17231	fg/mL/(ug/m2/day)	PKUDMG_pg/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/m2/day)	PKUDMG	C119346	SYNONYM
17232	pg/mL/(mg/m2/day)	PKUDMG_pg/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/m2/day)	PKUDMG	C119346	SYNONYM
17233	Femtogram per Milliliter per Microgram per Meter Squared per Day	PKUDMG_pg/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	pg/mL/(mg/m2/day)	PKUDMG	C119346	PRIMARY
17234	fg/mL/ug	PKUDMG_pg/mL/mg_PK UNITS OF MEASURE - DOSE MG	pg/mL/mg	PKUDMG	C119351	SYNONYM
17235	ng/mL/g	PKUDMG_pg/mL/mg_PK UNITS OF MEASURE - DOSE MG	pg/mL/mg	PKUDMG	C119351	SYNONYM
17236	pg/mL/mg	PKUDMG_pg/mL/mg_PK UNITS OF MEASURE - DOSE MG	pg/mL/mg	PKUDMG	C119351	SYNONYM
17237	ug/mL/kg	PKUDMG_pg/mL/mg_PK UNITS OF MEASURE - DOSE MG	pg/mL/mg	PKUDMG	C119351	SYNONYM
17238	Femtogram per Milliliter per Microgram	PKUDMG_pg/mL/mg_PK UNITS OF MEASURE - DOSE MG	pg/mL/mg	PKUDMG	C119351	PRIMARY
17239	Picomole per Liter per Milligram per Day	PKUDMG_pmol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	pmol/L/(mg/day)	PKUDMG	C119486	PRIMARY
17240	Picomole per Liter per Milligram per Kilogram	PKUDMG_pmol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	pmol/L/(mg/kg)	PKUDMG	C119487	PRIMARY
17241	Picomole per Liter per Milligram per Kilogram per Day	PKUDMG_pmol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	pmol/L/(mg/kg/day)	PKUDMG	C119488	PRIMARY
17242	Picomole per Liter per Milligram per Meter Squared	PKUDMG_pmol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	pmol/L/(mg/m2)	PKUDMG	C119489	PRIMARY
17243	Picomole per Liter per Milligram per Meter Squared per Day	PKUDMG_pmol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	pmol/L/(mg/m2/day)	PKUDMG	C119490	PRIMARY
17244	nmol/L/g	PKUDMG_pmol/L/mg_PK UNITS OF MEASURE - DOSE MG	pmol/L/mg	PKUDMG	C119467	SYNONYM
17245	pmol/L/mg	PKUDMG_pmol/L/mg_PK UNITS OF MEASURE - DOSE MG	pmol/L/mg	PKUDMG	C119467	SYNONYM
17246	umol/L/kg	PKUDMG_pmol/L/mg_PK UNITS OF MEASURE - DOSE MG	pmol/L/mg	PKUDMG	C119467	SYNONYM
17247	Nanomole per Liter per Gram	PKUDMG_pmol/L/mg_PK UNITS OF MEASURE - DOSE MG	pmol/L/mg	PKUDMG	C119467	PRIMARY
17248	ng/mL/(ug/day)	PKUDMG_ug/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/day)	PKUDMG	C119448	SYNONYM
17249	ug/mL/(mg/day)	PKUDMG_ug/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/day)	PKUDMG	C119448	SYNONYM
17250	Nanogram per Milliliter per Microgram per Day	PKUDMG_ug/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/day)	PKUDMG	C119448	PRIMARY
17251	ng/mL/(ug/kg)	PKUDMG_ug/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/kg)	PKUDMG	C105473	SYNONYM
17252	ug/mL/(mg/kg)	PKUDMG_ug/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/kg)	PKUDMG	C105473	SYNONYM
17253	Microgram Per Milliliter Per Milligram Per Kilogram	PKUDMG_ug/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/kg)	PKUDMG	C105473	PRIMARY
17254	ng/mL/(ug/kg/day)	PKUDMG_ug/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/kg/day)	PKUDMG	C105474	SYNONYM
17255	ug/mL/(mg/kg/day)	PKUDMG_ug/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/kg/day)	PKUDMG	C105474	SYNONYM
17256	Microgram Per Milliliter Per Milligram Per Kilogram Per Day	PKUDMG_ug/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/kg/day)	PKUDMG	C105474	PRIMARY
17257	ng/mL/(ug/m2)	PKUDMG_ug/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/m2)	PKUDMG	C119451	SYNONYM
17258	ug/mL/(mg/m2)	PKUDMG_ug/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/m2)	PKUDMG	C119451	SYNONYM
17259	Nanogram per Milliliter per Microgram per Meter Squared	PKUDMG_ug/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/m2)	PKUDMG	C119451	PRIMARY
17260	ng/mL/(ug/m2/day)	PKUDMG_ug/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/m2/day)	PKUDMG	C119452	SYNONYM
17261	ug/mL/(mg/m2/day)	PKUDMG_ug/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/m2/day)	PKUDMG	C119452	SYNONYM
17262	Nanogram per Milliliter per Microgram per Meter Squared per Day	PKUDMG_ug/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	ug/mL/(mg/m2/day)	PKUDMG	C119452	PRIMARY
17263	g/mL/kg	PKUDMG_ug/mL/mg_PK UNITS OF MEASURE - DOSE MG	ug/mL/mg	PKUDMG	C85710	SYNONYM
17264	mg/mL/g	PKUDMG_ug/mL/mg_PK UNITS OF MEASURE - DOSE MG	ug/mL/mg	PKUDMG	C85710	SYNONYM
17265	ng/mL/ug	PKUDMG_ug/mL/mg_PK UNITS OF MEASURE - DOSE MG	ug/mL/mg	PKUDMG	C85710	SYNONYM
17266	ug/mL/mg	PKUDMG_ug/mL/mg_PK UNITS OF MEASURE - DOSE MG	ug/mL/mg	PKUDMG	C85710	SYNONYM
17267	Milligram per Liter per Milligram	PKUDMG_ug/mL/mg_PK UNITS OF MEASURE - DOSE MG	ug/mL/mg	PKUDMG	C85710	PRIMARY
17268	Micro-International Units per Milliliter per Milligram per Day	PKUDMG_uIU/mL/(mg/day)_PK UNITS OF MEASURE - DOSE MG	uIU/mL/(mg/day)	PKUDMG	C119514	PRIMARY
17269	Micro-International Units per Milliliter per Milligram per Kilogram	PKUDMG_uIU/mL/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	uIU/mL/(mg/kg)	PKUDMG	C119515	PRIMARY
17270	Micro-International Units per Milliliter per Milligram per Kilogram per Day	PKUDMG_uIU/mL/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	uIU/mL/(mg/kg/day)	PKUDMG	C119516	PRIMARY
17271	Micro-International Units per Milliliter per Milligram per Meter Squared	PKUDMG_uIU/mL/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	uIU/mL/(mg/m2)	PKUDMG	C119517	PRIMARY
17272	Micro-International Units per Milliliter per Milligram per Meter Squared per Day	PKUDMG_uIU/mL/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	uIU/mL/(mg/m2/day)	PKUDMG	C119518	PRIMARY
17273	IU/mL/kg	PKUDMG_uIU/mL/mg_PK UNITS OF MEASURE - DOSE MG	uIU/mL/mg	PKUDMG	C119378	SYNONYM
17274	mIU/mL/g	PKUDMG_uIU/mL/mg_PK UNITS OF MEASURE - DOSE MG	uIU/mL/mg	PKUDMG	C119378	SYNONYM
17275	uIU/mL/mg	PKUDMG_uIU/mL/mg_PK UNITS OF MEASURE - DOSE MG	uIU/mL/mg	PKUDMG	C119378	SYNONYM
17276	International Unit per Milliliter per Kilogram	PKUDMG_uIU/mL/mg_PK UNITS OF MEASURE - DOSE MG	uIU/mL/mg	PKUDMG	C119378	PRIMARY
17277	nmol/L/(ug/day)	PKUDMG_umol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/day)	PKUDMG	C119462	SYNONYM
17278	umol/L/(mg/day)	PKUDMG_umol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/day)	PKUDMG	C119462	SYNONYM
17279	Nanomole per Liter per Microgram per Day	PKUDMG_umol/L/(mg/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/day)	PKUDMG	C119462	PRIMARY
17280	nmol/L/(ug/kg)	PKUDMG_umol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/kg)	PKUDMG	C119463	SYNONYM
17281	umol/L/(mg/kg)	PKUDMG_umol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/kg)	PKUDMG	C119463	SYNONYM
17282	Nanomole per Liter per Microgram per Kilogram	PKUDMG_umol/L/(mg/kg)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/kg)	PKUDMG	C119463	PRIMARY
17283	nmol/L/(ug/kg/day)	PKUDMG_umol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/kg/day)	PKUDMG	C119464	SYNONYM
17284	umol/L/(mg/kg/day)	PKUDMG_umol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/kg/day)	PKUDMG	C119464	SYNONYM
17285	Nanomole per Liter per Microgram per Kilogram per Day	PKUDMG_umol/L/(mg/kg/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/kg/day)	PKUDMG	C119464	PRIMARY
17286	nmol/L/(ug/m2)	PKUDMG_umol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/m2)	PKUDMG	C119465	SYNONYM
17287	umol/L/(mg/m2)	PKUDMG_umol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/m2)	PKUDMG	C119465	SYNONYM
17288	Nanomole per Liter per Microgram per Meter Squared	PKUDMG_umol/L/(mg/m2)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/m2)	PKUDMG	C119465	PRIMARY
17289	nmol/L/(ug/m2/day)	PKUDMG_umol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/m2/day)	PKUDMG	C119466	SYNONYM
17290	umol/L/(mg/m2/day)	PKUDMG_umol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/m2/day)	PKUDMG	C119466	SYNONYM
17291	Nanomole per Liter per Microgram per Meter Squared per Day	PKUDMG_umol/L/(mg/m2/day)_PK UNITS OF MEASURE - DOSE MG	umol/L/(mg/m2/day)	PKUDMG	C119466	PRIMARY
17292	mmol/L/g	PKUDMG_umol/L/mg_PK UNITS OF MEASURE - DOSE MG	umol/L/mg	PKUDMG	C119423	SYNONYM
17293	mol/L/kg	PKUDMG_umol/L/mg_PK UNITS OF MEASURE - DOSE MG	umol/L/mg	PKUDMG	C119423	SYNONYM
17294	nmol/L/ug	PKUDMG_umol/L/mg_PK UNITS OF MEASURE - DOSE MG	umol/L/mg	PKUDMG	C119423	SYNONYM
17295	umol/L/mg	PKUDMG_umol/L/mg_PK UNITS OF MEASURE - DOSE MG	umol/L/mg	PKUDMG	C119423	SYNONYM
17296	Millimole per Liter per Gram	PKUDMG_umol/L/mg_PK UNITS OF MEASURE - DOSE MG	umol/L/mg	PKUDMG	C119423	PRIMARY
17297	Liter per Day per Microgram per Day	PKUDUG_(L/day)/(ug/day)_PK UNITS OF MEASURE - DOSE UG	(L/day)/(ug/day)	PKUDUG	C120733	PRIMARY
17298	Liter per Day per Microgram per Kilogram	PKUDUG_(L/day)/(ug/kg)_PK UNITS OF MEASURE - DOSE UG	(L/day)/(ug/kg)	PKUDUG	C120734	PRIMARY
17299	Liter per Day per Microgram per Kilogram per Day	PKUDUG_(L/day)/(ug/kg/day)_PK UNITS OF MEASURE - DOSE UG	(L/day)/(ug/kg/day)	PKUDUG	C120735	PRIMARY
17300	Liter per Day per Microgram per Meter Squared	PKUDUG_(L/day)/(ug/m2)_PK UNITS OF MEASURE - DOSE UG	(L/day)/(ug/m2)	PKUDUG	C120736	PRIMARY
17301	Liter per Day per Microgram per Meter Squared per Day	PKUDUG_(L/day)/(ug/m2/day)_PK UNITS OF MEASURE - DOSE UG	(L/day)/(ug/m2/day)	PKUDUG	C120737	PRIMARY
17302	Liter per Microgram per Day	PKUDUG_(L/day)/ug_PK UNITS OF MEASURE - DOSE UG	(L/day)/ug	PKUDUG	C85665	PRIMARY
17303	Liter per Hour per Microgram per Day	PKUDUG_(L/h)/(ug/day)_PK UNITS OF MEASURE - DOSE UG	(L/h)/(ug/day)	PKUDUG	C120745	PRIMARY
17304	Liter per Hour per Microgram per Kilogram	PKUDUG_(L/h)/(ug/kg)_PK UNITS OF MEASURE - DOSE UG	(L/h)/(ug/kg)	PKUDUG	C120746	PRIMARY
17305	Liter per Hour per Microgram per Kilogram per Day	PKUDUG_(L/h)/(ug/kg/day)_PK UNITS OF MEASURE - DOSE UG	(L/h)/(ug/kg/day)	PKUDUG	C120747	PRIMARY
17306	Liter per Hour per Microgram per Meter Squared	PKUDUG_(L/h)/(ug/m2)_PK UNITS OF MEASURE - DOSE UG	(L/h)/(ug/m2)	PKUDUG	C120748	PRIMARY
17307	Liter per Hour per Microgram per Meter Squared per Day	PKUDUG_(L/h)/(ug/m2/day)_PK UNITS OF MEASURE - DOSE UG	(L/h)/(ug/m2/day)	PKUDUG	C120749	PRIMARY
17308	Liter per Microgram per Hour	PKUDUG_(L/h)/ug_PK UNITS OF MEASURE - DOSE UG	(L/h)/ug	PKUDUG	C85662	PRIMARY
17309	Liter per Minute per Microgram per Day	PKUDUG_(L/min)/(ug/day)_PK UNITS OF MEASURE - DOSE UG	(L/min)/(ug/day)	PKUDUG	C120756	PRIMARY
17310	Liter per Minute per Microgram per Kilogram	PKUDUG_(L/min)/(ug/kg)_PK UNITS OF MEASURE - DOSE UG	(L/min)/(ug/kg)	PKUDUG	C120757	PRIMARY
17311	Liter per Minute per Microgram per Kilogram per Day	PKUDUG_(L/min)/(ug/kg/day)_PK UNITS OF MEASURE - DOSE UG	(L/min)/(ug/kg/day)	PKUDUG	C120758	PRIMARY
17312	Liter per Minute per Microgram per Meter Squared	PKUDUG_(L/min)/(ug/m2)_PK UNITS OF MEASURE - DOSE UG	(L/min)/(ug/m2)	PKUDUG	C120759	PRIMARY
